Disease name:	Carcinoma, Hepatocellular
miRNA_name	PMID	Description	Causality
hsa-mir-145	36214767	Simultaneously, we verified an axis of miR5p/RGS3 in HCC cells, which promoted cell proliferation and apoptosis resistance with significance. And combined with the rescue experiment modulating either miR5p or RGS3 furtherly indicated UBE2MP1 as an upstream regulator of the axis in promoting HCC cell growth and maintenance.	Unknown
hsa-mir-145	33824281	Rescue experiments further demonstrated that suppression of miR5p significantly attenuated the biological effects of hsa_circ_101555 knockdown in HCC cells. Thus, our results demonstrated that hsa_circ_101555 might function as a competing endogenous RNA of miR5p to upregulate CDCA3 expression in HCC.	Unknown
hsa-mir-145	33907470	CONCLUSION: miR-145-5p may play a pivotal role in HCC metastasis via regulating ARF6, and these findings may both provide further insights into the key factors of HCC metastasis and prove to be useful in the development of novel treatment options for HCC.	Unknown
hsa-mir-145	32903337	Inhibition of miR5p enhanced sorafenib resistance and metastasis of HCC, and these effects could be attenuated by knockdown of HDAC11. Our data indicate a role of miR5p/HDAC11 axis in regulation of sorafenib resistance and metastasis in HCC.	Unknown
hsa-mir-145	33858418	Circular RNA hsa_circ_0003288 induces EMT and invasion by regulating hsa_circ_0003288/miR-145/PD-L1 axis in hepatocellular carcinoma.	Unknown
hsa-mir-372	32416702	CONCLUSION: Our study demonstrated that miR-372-3p acts as a tumor suppressor in HCC and can act as a predictor biomarker for drug response.	Unknown
hsa-mir-372	33178874	However, miR-372 cannot be considered as a reliable marker as HULC for early detection of HCC especially in HCV patients.	Unknown
hsa-mir-486	31976317	Collectively, our results suggest that miR-486-5p may act as a tumor suppressor gene in HCC by downregulating CBL expression.	Unknown
hsa-mir-486	31758671	Taken together, our results reveal that silencing of circ-TCF4.85 suppresses HCC progression via miR-486-5p-targeted inhibition of ABCF2.	Unknown
hsa-mir-486	31633236	To conclude, DLGAP1-AS1 exerted its oncogenic role in HCC via miR-486-5p/H3F3B axis.	Unknown
hsa-mir-194	33771980	TEFM expression was significantly increased in HCC tissues mainly caused by down-regulation of miR5p.	Unknown
hsa-mir-194	36698420	Finally, the expression level of hsa-miR3p in HCC was significantly lower than that in normal tissues (p < 0.05), and prognosis of HCC with low expression of hsa-miR-194 was poor (p < 0.05). CONCLUSION: The upregulation of CLGN in HCC is significantly associated with poor patient prognosis, especially in the advanced stages, and may be regulated by hsa-miR3p.	Unknown
hsa-mir-196a	30988277	We concluded that downregulation of miR-196a or miR-196b inhibited HCC progression through regulating the JAK/STAT pathway via targeting SOCS2, providing novel targets for prognosis and therapeutics of HCC.	Unknown
hsa-mir-196a	31614906	miR-196a mediates HCC progression via upregulation of Runx2, OPN, epithelial-mesenchymal transition (EMT) regulators, and stemness genes.	Unknown
hsa-mir-196a	35762276	CONCLUSIONS: We suggest that miR-370-3p/miR-196a-5p in serum exosomes of HCC patients could be potential biomarkers for the diagnosis and prognosis of HCC.	Unknown
hsa-mir-148b	31655310	Therefore, miR-148b plays a suppressor role in HCC and might be a potential prognostic factor and therapeutic candidate for HCC.	Unknown
hsa-let-7c	34366240	RESULTS: Expression levels of let-7c predict tumor relapse after RFA; we also investigated the same panel in a small cohort of HCC patients undergoing surgery, finding no statistically significance in predicting tumor relapse or survival.	Unknown
hsa-let-7c	33592832	Four lncRNAs (including LINC01517, DDX11-AS1, LINC01136, and RP11-20J15.2) and 7 miRNAs (including miR-195, miR-199b, miR-326, miR-424, and let-7c) in the ceRNA network interacted with the upregulated gene E2F2, which was associated with the overall prognosis of patients with HCC.The 11-lncRNA signature might be useful for predicting the prognosis of patients with HCC.	Unknown
hsa-let-7c	31609764	Our data suggest that the let-7c/HoxB7 axis regulates HCC development, which may provide a novel therapeutic strategy for the treatment of HCC.	Unknown
hsa-let-7c	32714042	We observed that the levels of miR-424, let-7c, miR-222, miR-200b were upregulated when hepatoma cells were treated with MG132, and this increase was negatively correlated with the levels of PBX3.	Unknown
hsa-let-7c	30753993	These results demonstrate that bioengineered let-7c is a promising molecule for advanced HCC therapy, and liposomal polyplex is a superior modality for in vivo RNA delivery.	Unknown
hsa-mir-654	33000222	Therefore, the MKLN1AS/miR6543p/HDGF axis may offer a novel target for the diagnosis, prognosis, prevention and treatment of HCC.	Unknown
hsa-mir-654	32176631	miR-654-3p might exert a suppressor role in HCC through inhibiting tumor cell proliferation, migration, and invasion.	Unknown
hsa-mir-1246	32061951	The miR-1246-RORalpha-Wnt/beta-catenin axis is a novel pathway through which HSCs accelerate HCC progression.	Unknown
hsa-mir-1246	34163524	CONCLUSIONS: miR-497 and miR-1246 are possibly involved in the progression of HCC by regulating target genes, respectively, and could serve as biomarkers in HCC.	Unknown
hsa-mir-1246	30920086	CONCLUSION Circulating miR-1246 in serum has strong potential as a novel ETR and prognostic biomarker for HCC.	Unknown
hsa-mir-1246	30867638	The purpose of this study was to evaluate the potential value of a panel of HCC-related circulating miRNAs (miR-142, miR-182, miR-200a, mir-210, miR-211, miR-302b, miR-324, miR-338, miR-340 and miR-1246) as noninvasive biomarkers for discriminating primary HCC from metastatic tumors in the liver. CONCLUSIONS: Serum miR-210 and miR-1246 have some diagnostic value for discriminating patients with metastatic tumors to patients with primary HCC.	Unknown
hsa-mir-520a	32767662	CONCLUSION: Circulating H19 promoted the proliferation, migration and invasion and inhibited the apoptosis of HCC cells treated with Propofol through upregulating LIMK1 via sponging miR-520a-3p.	Unknown
hsa-mir-520a	35444695	CONCLUSION: CircLATS2 promotes the progression of HCC by regulating miR-520a-3p/E2F7/P-VEGFR2 signaling pathway.	Unknown
hsa-mir-10b	32441313	Along with miR5p, miR-10b-5p/miR3p/miR3p was found significantly upregulated in the exosome of HCC patients than CH/non-HCC. ROC analysis showed that miR-10b-5p miR3p miR3p miR5p could differentiate CH/non-HCC(CH LC) from HCC with AUROC: 0.86 (97.5% CI: 0.77-0.94)/0.80 (97.5% CI: 0.70-0.89), sensitivity: 74%/58% and specificity: 86%/95% while miR-10b-5p miR3p miR3p showed AUROC: 0.84 (97.5% CI: 0.74-0.94)/0.74 (97.5% CI: 0.63-0.84), sensitivity: 86%/86% and specificity:66%/53% for low AFP-HCC vs CH/non-HCC, respectively, having better sensitivity than the combination of four miRNAs.	Unknown
hsa-mir-10b	32236623	hsamiR10b5p, hsamiR10b3p, hsamiR2245p, hsamiR1835p and hsamiR1825p were considered as the optimal diagnostic biomarkers for hepatocellular carcinoma. Notably, hsamiR10b5p and hsamiR10b3p had a significant prognosis value for patients with hepatocellular carcinoma.	Unknown
hsa-mir-10b	35236936	CONCLUSIONS: This study not only identified the molecular target for miR-10b-3p, but also provided evidence that circulating miR-10b-3p may be used as a biomarker for predicting sorafenib sensitivity in patients with HCC.	Unknown
hsa-let-7b	33982217	RESULTS: A distinctive panel of HCC-related circulating miRNAs, including three upregulated miRNAs (miR-184, miR5p, miR3p) and three downregulated miRNAs (miR5p, let-7b-3p, miR-26b-3p), were rigorously screened out, all of which displayed significant discriminability between HCC patients and controls (all P < 0.05).	Unknown
hsa-let-7b	35057893	These results indicated that GPC3 antibody-modified PLGA-PLL (polylactic acid-glycolic acetic copolymer grafted hyper-branched polylysine) loaded miR let-7b-5p polymer nanoparticles combined with sorafenib may be a new treatment strategy for HCC resistant to sorafenib.	Unknown
hsa-let-7b	31696971	For the detailed mechanism, SNHG16 was demonstrated to act as a let-7b-5p sponge in HCC. SNHG16 facilitated the G2/M cell cycle transition by directly acting on the let-7b-5p/CDC25B/CDK1 axis, and promoted cell metastasis and EMT progression by regulating the let-7b-5p/HMGA2 axis in HCC.	Unknown
hsa-let-7b	33771969	In summary, this study demonstrated that Gli1-induced MIRLET7BHG facilitated HCC by activating HSCs through exosomal SMO to stimulate hedgehog pathway, providing a new road for HCC treatment.	Unknown
hsa-mir-10a	34002462	miR-10a-5p inhibits the malignant development of HCC by negatively regulating SKA1.	Unknown
hsa-mir-10a	31396320	Taken together, these data suggest that   MEG3 regulates the PTEN/AKT/MMP-2/MMP-9 signaling axis and contributes to HCC   development by targeting miRNA-10a-5p.	Unknown
hsa-mir-10a	35997114	PCED1B-AS1 is upregulated in HCC and regulates the miR-10a/BCL6 axis to promote cell proliferation.	Unknown
hsa-mir-29c	35157721	Conclusion: Plasma biomarkers: miRNA-21 and miRNA-155 might be potential biomarkers as onco-miR in HCC subjects, while miRNA-29c might act as a tumor suppressor.	Unknown
hsa-mir-29c	34780054	CONCLUSIONS: Our results revealed a novel role of miR-653 and miR-29c in regulation of expresion of CYPs involved in crucial biotransformation processes in liver, which are often deregulated during liver cancer progression.	Unknown
hsa-mir-29c	34445994	The HERHCREB1-CCNA2 and HERHmiR-29b/c-CCNA2 axes served as molecular stimuli for HCC advance.	Unknown
hsa-mir-29c	30963785	Taken together, our study is the first to show the interaction of HOXA-AS3 with miR-29c in facilitating cell proliferation, metastasis, EMT process, and MEK/ERK signaling pathway in HCC.	Unknown
hsa-mir-29c	36583803	CONCLUSION: miR-29c, a key gene regulating HCC, is lowly expressed in HCC, its overexpression can remarkably inhibit the biological function of tumor cells.	Unknown
hsa-mir-29c	36246623	The DUXAP8-miR-29c-FANCD2 and LINC00511-miR-29c-FANCD2 axes were identified as the most likely ncRNA-associated upstream regulatory axis of FANCD2 in HCC.	Unknown
hsa-mir-29c	36211468	The results indicated that expression of the microRNA-26a, microRNA-29c, and microRNA-199a in both exosomes and plasma was significantly lower in HCC patients compared with hepatic cirrhosis and healthy group. Moreover, the exosomal microRNA panel containing microRNA-26a, microRNA-29c, and microRNA-199a showed high accuracy in discriminating HCC from healthy (AUC = 0.994; sensitivity 100%; specificity 96%) and hepatic cirrhosis group (AUC = 0.965; sensitivity 92%; specificity 90%).	Unknown
hsa-mir-29c	31933965	CONCLUSIONS: In conclusion, we found that the expression of miRNA-26a, miRNA-29c, and miRNA-21 were significantly lower in patients with HCC, and we confirmed miRNA-26a, miRNA-29c, and miRNA-21 could be identified as independent diagnostic biomarkers for patients with HCC.	Unknown
hsa-mir-29c	31807017	In addition, miR-29c was downregulated in LIHC and negatively linked to linc00511 level. A negative interaction between linc00511 and miR-29c could be a regulatory feedback influencing the progression of LIHC.	Unknown
hsa-mir-29c	32020206	Overall, miR29c3p, as a tumor suppressor gene, was revealed to inhibit the malignant progression of HCC by reducing the expression of TRIM31 and may be used as a potential therapeutic target for the precise treatment of HCC.	Unknown
hsa-mir-29c	30718452	In conclusion, our results indicate that miR-29c-3p acts as a tumor suppressor in HCC by targeting DNMT3B and the LATS1-associated Hippo signaling pathway, which might represent a novel potential therapeutic target for HCC.	Unknown
hsa-mir-29c	35853821	CONCLUSION: The identification of the p53/miR-29c-3p/ADAM12 axis in migration and invasion of HCC may potentially further our understanding of mechanisms underpinning HCC, and also bear translational value as novel molecular targets.	Unknown
hsa-mir-29c	35574298	The CRNDE/LINC00511/SNHG17/HCG18-miR-29c-3p axis was identified as the most likely ncRNA-associated pathway upstream of COMMD2 in LIHC.	Unknown
hsa-mir-29c	32821161	CONCLUSION: TUG1 could promote the proliferation, migration and invasion of HCC cells through regulating miR-29c-3p/COL1A1 axis.	Unknown
hsa-mir-1293	34806748	The area under the receiver operating characteristic (ROC) curve of miR3p and miR-1293 as diagnostic tests for HCC were 0.76 and 0.78, respectively. CONCLUSION: TEP miRNAs such as miR3p and miR-1293 were differentially expressed in HCC patients, and may be involved in the pathophysiology of HCC.	Unknown
hsa-mir-133a	30739283	Furthermore, a miRNA array analysis using blood serum showed that treatment with YKS restored the levels of miR-133a-3p/133b-3p, miR-1a-3p and miR3p following LLC implantation to normal levels.	Unknown
hsa-mir-133a	31926493	Combination of serum miR-483-5p and miR-133a with AFP might complement the role of AFP in detecting hepatocellular carcinoma.	Unknown
hsa-mir-133a	31207081	Deleted in lymphocytic leukaemia 1/miR-133a/IGF-1R axis may be a novel target for treatment of HCC.	Unknown
hsa-mir-133a	35432524	We examined the metastatic ability of HCC cells after IL-6 treatment and found that miR-133a-3p was sorted into exosomes after IL-6 stimulation and was subsequently released into the tumor microenvironment. In vitro analysis confirmed that exosomal miR-133a-3p acted as a tumor suppressor in HCC.	Unknown
hsa-mir-133a	33061567	DISCUSSION: Our results revealed a novel mechanism of miR-133a-3p in regulating HCC progression and provided evidence that miR-133a-3p functions as a tumor suppressor in HCC.	Unknown
hsa-mir-26a	36158629	These findings thus reveal new insights into a concerted role of miR-26a in both hepatocytes and Kupffer cells to suppress hepatocarcinogenesis, thereby highlighting the potential use of miR-26a mimetics as potential approaches for the prevention and treatment of HCC.	Unknown
hsa-mir-26a	34149922	The microRNA miR3p, miR3p, miR-26a-5p, and miR-30c-5p were significantly down-regulated in the plasma of HCC samples, while miR-365a-3p and miR3p were significantly up-regulated.	Unknown
hsa-mir-26a	32431544	Abnormal decrease of miR-26a-5p and increase of its target HMGA2 are important factors that may participate in the occurrence and development of HCC.	Unknown
hsa-mir-26a	31318685	Knockdown of Linc01296 suppressed HCC cell processes, such as proliferation, migration and invasion, and enhanced apoptosis in vitro; these effects were reversed by a miR-26a mimic or PTEN overexpression. These findings indicated that Linc01296 is involved in HCC progression via regulating miR-26a/PTEN.	Unknown
hsa-mir-26a	31201367	Thus, our findings suggest for the first time that miR-26a promotes invasion/metastasis by inhibiting PTEN and inhibits cell proliferation by repressing EZH2 in HCC.	Unknown
hsa-mir-26a	30829008	In this work, with the use of newly developed PEGylated biodegradable charged polyester-based vectors (PEG-BCPVs) as the carrier, the miR26a and miR122 codelivering therapeutic strategy (PEG-BCPVs/miR26a/miR122 as the delivery formulation) is successfully developed for efficient treatment of human hepatocellular carcinoma (HCC).	Unknown
hsa-mir-26a	30653948	CONCLUSION: Circulating miR-133b, miR-26a, miR-107 and miR-106 in serum are potential candidates to be utilized as prognostic biomarkers for predication of TACE treatment outcomes in HCC patients.	Unknown
hsa-mir-26a	36211468	The results indicated that expression of the microRNA-26a, microRNA-29c, and microRNA-199a in both exosomes and plasma was significantly lower in HCC patients compared with hepatic cirrhosis and healthy group. Moreover, the exosomal microRNA panel containing microRNA-26a, microRNA-29c, and microRNA-199a showed high accuracy in discriminating HCC from healthy (AUC = 0.994; sensitivity 100%; specificity 96%) and hepatic cirrhosis group (AUC = 0.965; sensitivity 92%; specificity 90%).	Unknown
hsa-mir-26a	34729120	Background: This study aimed to evaluate the role of plasma microRNA panel (miR-122, miR-192, miR-21, miR-223, miR-26a, miR-27a and miR-801) for prediction and surveillance of early tumor recurrence in hepatocellular carcinoma (HCC) patients who had undergone liver transplantation (LT).	Unknown
hsa-mir-26a	34552961	Furthermore, anti-GPC3 scFv-modified exosomes effectively delivered miR-26a to GPC3-positive hepatocellular carcinoma cells, thereby inhibiting cell proliferation and migration by regulating the expression of downstream target genes of miR-26a.	Unknown
hsa-mir-26a	31933965	CONCLUSIONS: In conclusion, we found that the expression of miRNA-26a, miRNA-29c, and miRNA-21 were significantly lower in patients with HCC, and we confirmed miRNA-26a, miRNA-29c, and miRNA-21 could be identified as independent diagnostic biomarkers for patients with HCC.	Unknown
hsa-mir-494	35073936	CONCLUSIONS: HCC cells with high expression levels of GOLPH3 could promote angiogenesis and sorafenib resistance by enhancing exosomal miR-494-3p secretion to recipient HUVECs and HCC cells, respectively.	Unknown
hsa-mir-128	33991762	CONCLUSION: MiR-128-3p may suppress HCC cell proliferation and metastasis via targeting CDC6.	Unknown
hsa-mir-128	30402839	CONCLUSIONS: We conclude that miR-128-3p overexpression sensitized HCC to sorafenib-induced apoptosis via PTEN/PI3K/Akt signaling pathway by regulating DJ-1 expression.	Unknown
hsa-mir-128	31754211	These findings highlight a regulatory circuit between LINC01149 and MICA, mediating by miR-128-3p, and the important role of upregulated MICA in conferring susceptibility to persistent HBV infection and HCC.	Unknown
hsa-mir-196a-2	35485699	RESULTS: HCC patients had significantly higher frequency of miR2a rs11614913 CC genotype when compared with cirrhotic patients (60.0 % versus 30.0 %, p=0.013).	Unknown
hsa-mir-196a-2	31759375	No significant association of miR-196a2 (rs 11614913), genotypes or alleles with risk for HCC development, could be detected.<br />.	Unknown
hsa-mir-200	33268243	PATIENTS AND METHODS Serum microRNA expression profiles (miRNA-29a, miRNA-200, miRNA-335 and miRNA-21) were analysed in 137 patients with HCC and liver cirrhosis and 49 healthy subjects (used as negative controls) using real-time quantitative reverse transcription polymerase chain reaction.	Unknown
hsa-mir-671	35695667	Forced expression of miR-671-5p fostered the proliferation, migration and invasion of HCC cells by restraining ALDH2.	Unknown
hsa-mir-130a	31640738	In database test, a significant correlation between high miRNA-130b expression and poor OS for HCC patients was observed (HR = 1.55, 95% CI: 1.01, 2.35, P = 0.0045).	Unknown
hsa-mir-130a	32062551	In conclusion, knockdown of HOTAIR suppressed glycolysis by regulating miR-130a-3p and HIF1A in HCC cells treated by hypoxia, elucidating a novel mechanism in HCC glycolysis.	Unknown
hsa-mir-130a	34825289	Here, we found that TFB1M was significantly upregulated in HCC cells probably due to decreased miR-130a-3p expression.	Unknown
hsa-mir-130a	32509385	In this study, we found that COX7RP is frequently over-expressed in HCC mainly due to the down-regulation of miR-130a-3p and predicts poor prognosis of HCC patients.	Unknown
hsa-mir-130a	34992672	CONCLUSIONS: Our study implies that miRNA-130a-5p, which is downregulated in hepatoma tissues, can suppress hepatoma cell proliferation via targeting PTP4A2.	Unknown
hsa-mir-130a	33121269	In conclusion, hsa_circ_102559 inhibited HCC progression via sponging miR-130a-5p to reduce ANXA2 expression, suggesting that hsa_circ_102559 might be a potential biomarker or therapeutic target for HCC.	Unknown
hsa-mir-130a	33245102	Collectively, our findings provide evidence that FAM225A/miR-130a-5p/CCNG1 interaction network regulates the resistance of HCC cells to sorafenib treatment and could supply a possible strategy for restoring sorafenib sensitivity in HCC therapy.	Unknown
hsa-mir-130a	35935307	Vitamin C combined with growth inhibitor was effective in the treatment of cirrhotic UGIB, which could effectively shorten the hemostasis time, reduce the transfusion volume and portal blood flow, and improve miR-130a, NO, and liver function levels of patients, with higher safety, and is worthy of clinical promotion.	Unknown
hsa-mir-130a	35046398	Thus, miR-130a may be a potential candidate for the treatment of HCC.	Unknown
hsa-mir-326	35816558	CONCLUSIONS: E2F1-activated SNHG1 modulates the miR-326/PKM2 axis to facilitate glycolysis and the proliferation of HCC cells.	Unknown
hsa-mir-326	35220907	The data illustrated that circ_0008043 and RAB21 were highly expressed, while miR-326 was expressed at less levels in HCC tissues and cells. In summary, silencing of circ_0008043 impeded HCC progression by regulating the miR-326/RAB21 axis.	Unknown
hsa-mir-326	33783904	CONCLUSIONS: Hsa_circ_0005397 facilitates HCC progression by regulating the miR-326/PDK2 axis, providing a promising circRNA-targeted therapy for HCC.	Unknown
hsa-mir-326	33741523	Combined with patient survival data, several mRNAs and miRNAs, including CHST4, SLC22A8, STC2, hsa-miR-326, and hsa-miR-21 were identified from the network to predict HCC patient prognosis.	Unknown
hsa-mir-326	36157872	CONCLUSION: We conclude that miRNA-326, miRNA-424, and miRNA-511 have diagnostic and prognostic roles in Egyptian patients with hepatitis C virus-related HCC and should be considered for better disease management.	Unknown
hsa-mir-326	33324096	In addition, circRNA_102272 facilitated HCC cisplatin-resistance by regulating the miR-326/RUNX2 axis.	Unknown
hsa-mir-326	32863763	CONCLUSION: circ_0000517 knockdown repressed hepatocellular carcinoma development in vitro and in vivo by modulating miR-326 and IGF1R.	Unknown
hsa-mir-326	32581550	CONCLUSION: Our study indicates that circPTN acts as an oncogenic factor via sponging miR-326 in HCC.	Unknown
hsa-mir-326	32425696	METHODS: The quantitative real-time PCR (qPCR) assay was used to assess the level of miR-326 and HOXD-AS1 in HCC tissues and cell lines. CONCLUSIONS: All these findings indicated that HOXD-AS1-miRSLC27A4 axis participated into the progression of HCC.	Unknown
hsa-mir-26	33665588	However, PBMCs from patients with cirrhosis showed significant downregulation of miR-26 and miR-146a, suggesting a extrahepatic origin of some circulating miRNAs.	Unknown
hsa-mir-193a	32960907	Our data support a novel function of miR-193a-5p as a biomarker in early-stage HCC patients that might help to identify the best surgical candidates in terms of postoperative outcome.	Unknown
hsa-mir-193a	30468466	Thus, the miR-193a-5p/BMF axis might be a novel regulatory pathway of apoptosis which could be potential therapeutic sites in HCC treatment.	Unknown
hsa-mir-193a	36376850	The results showed that the combination of 10 miRNAs (including hsa-miR3p, hsa-miR3p, hsa-miR3p, hsa-miR5p, hsa-miR5p, hsa-miR-421, hsa-miR-193a-3p, hsa-miR3p, hsa-miR3p, and hsa-miR-193a-5p) accurately predicted postoperative and posttransplantation malignancy recurrence in HCC patients and was also valuable for prognostic evaluation of HCC patients.	Unknown
hsa-mir-193a	31320713	Notably, four miRNAs (miR-1972, miR-193a-5p, miR3p and miR-365a-3p) can distinguish HCC from other non-HCC individuals.	Unknown
hsa-mir-193a	30710422	MiR-139-5p, miR-940 and miR-193a-5p inhibited HCC development through targeting SPOCK1.	Unknown
hsa-mir-193a	31210353	In addition, a seven-miRNA expression signature (miR5p, miR-146a, miR-152, miR-193a-3p, miR5p, miR-500a*, and miR-550a*) was identified as a predictor for HCC PFS (p < .0001; HR = 2.608).	Unknown
hsa-mir-193a	33154669	CONCLUSION: LncRNA UCA1 promotes malignant   hyperproliferation of HCC cells by repressing microRNA-193a-3p.	Unknown
hsa-mir-148a	32142478	Collectively, our data suggest that IRFA can regulate the miR-148a-5p/ATM/Snail axis to trigger migration of HCC cells.	Unknown
hsa-mir-148a	36065643	miR-148a-3p and CTSA might be prospective molecular targets to enhance the potency of immunotherapy in HCC.	Unknown
hsa-mir-148a	35414782	In conclusion, our study demonstrated that exosome-depleted miR-148a-3p derived from activated HSCs accelerates HCC progression through ITGA5/PI3K/Akt axis.	Unknown
hsa-mir-148a	35197055	RESULTS: A prognostic model of 5 VI-related miRNAs (hsa-miR3p, hsa-miR-148a-3p, hsa-miR-15a-5p, hsa-miR-30a-5p, hsa-miR-199a-5p) was constructed.	Unknown
hsa-mir-148a	31513595	"A text mining analysis revealed that these miRNAs were linked to multifaceted hallmarks of cancer, including ""invasion and metastasis."" CONCLUSIONS: Low expressions of miR-100-5p and miR-148a-3p were associated with gross VI and poor survival of patients after hepatic resection for HCC."	Unknown
hsa-mir-148a	34660270	Selective targeting towards exosomal miR-148a-3p, which might contribute to the negative regulation of MTF-1 at least partially in HCC, demonstrates therapeutic benefits for patients with HCC.	Unknown
hsa-mir-148a	36398067	In general, our data provided evidence that HCG18/hsa-mir-148a-regulated high expression of LAYN is associated with immune cell infiltration and unfavorable prognosis of LIHC patients.	Unknown
hsa-mir-148a	35028121	CONCLUSION: We demonstrated that serum exosomal miR-122 and miR-148a played a predictive role and were linked to prognosis in HCC via interactions with PAX2.	Unknown
hsa-mir-148a	30824368	Detection of miR-148a might be a complementary approach to AFP for predicting HCC occurrence.	Unknown
hsa-mir-148a	30728365	We hypothesize that decreased expression of miR-148a in HCC may elevate transferrin-bound iron uptake, increasing cellular iron levels and cell proliferation.	Unknown
hsa-mir-148a	34355070	CONCLUSION: An inverse relationship between miRNA 148a-3p and both TGF-beta1 and FIB-4 was observed, which could be involved in HCC pathogenesis.	Unknown
hsa-mir-224	32563176	Previous studies have been reported that miR-224 is upregulated in hepatocellular carcinoma (HCC) tissues and sera samples.	Unknown
hsa-mir-224	34405820	CONCLUSION: It implies that miR-224 may potentially represent a new target for developing novel anti-HCC therapeutics.	Unknown
hsa-mir-224	32454494	The relationship between miR-224 and CPEB3 might be a novel finding, and miR-224/CPEB3 axis might be markers for providing therapeutic and prognostic information in HCC.	Unknown
hsa-mir-224	31450927	Conclusion: miRNA-122 and miRNA-224 could serve as biomarkers for the diagnosis of HCC.	Unknown
hsa-mir-224	31057302	CONCLUSION: Exosomal miR-224 is a tumor promotor and can be a marker of diagnosis and prognosis of HCC patients, however, its ability to distinguish liver diseases needs further verification.	Unknown
hsa-mir-224	35804809	These preliminary data show that the novel miRNAs panel (miR-150, miR-199a, miR-224, miR-424, and miR-3607) could serve as a potential non-invasive biomarker for HCC early prediction in chronic HCV patients.	Unknown
hsa-mir-224	32368317	RESULTS: The levels of miR-375, miR-122 and miR-143 were significantly lower in HBV cirrhosis tissues, while miR-224 was significantly higher than in the controls (P < 0.0001). CONCLUSION: The four miRNAs (miR-375, miR-122, miR-143 and miR-224) may be helpful for early diagnosis of HBV infection, HBV cirrhosis, and prediction of its overall survival.	Unknown
hsa-mir-224	32166120	CONCLUSIONS: Serum miRNA-224 relative expression may aid in the diagnosis of HCC.	Unknown
hsa-mir-224	31969212	RNA pull-down assay demonstrated that circular RNA circ-ITCH could sponge miR5p specifically in HCC.	Unknown
hsa-mir-146b	34381502	CONCLUSIONS: Knockdown of MIR100HG inhibited the viability, migration, and invasion of HCC cells by targeting the miR-146b-5p/CBX6 axis, offering a potential therapeutic target for HCC therapy.	Unknown
hsa-mir-1275	32134323	Aim: The aim of this study was to investigate the association of miR-1275 rs16759, IGF2BP1 rs11079850 and IGF2BP3 rs34414305 with hepatocellular carcinoma (HCC) risk.	Unknown
hsa-mir-216a	30556161	A1BG-AS1 positively regulated the levels of phosphatase and tensin homolog and SMAD family member 7, which were reduced by miR-216a-5p in HCC cells.	Unknown
hsa-mir-216a	33021963	Our findings thus demonstrate that miR-216a-3p enhances sorafenib sensitivity in HCC cells and tumor tissues by decreasing MAPK14 levels, thereby inhibiting the MAPK14-dependent MEK/ERK and ATF2 signaling.	Unknown
hsa-mir-129	30521373	We concluded that inhibiting miR-129-5p function and restoring EGFR protein levels in vivo is sufficient to reverse LC-induced defects in cortical NPC self-renewal.	Unknown
hsa-mir-129	31190421	Serum LNC NEAT and MiR5p could be used as potential biomarkers for HCC cancer diagnosis and prognosis.	Unknown
hsa-mir-129	35578240	Therefore, miR-129-5p is a promising candidate for a microRNA replacement therapy to prevent HCC progression and tumor metastasis.	Unknown
hsa-mir-129	33603864	Collectively, the results suggested that miR-129-5p may contribute to proliferation and metastasis of HCC through its target gene, BMP2, and thus may be a potential novel therapeutic target for the treatment of HCC.	Unknown
hsa-mir-362	31413665	METHODS: The quantitative Real-Time PCR (qRT-PCR) was used to measure the expressions of circMYLK, miR3p and Rab23 in HCC tissues and cell lines. CONCLUSION: circMYLK promotes the occurrence and development of HCC by regulating the miR3p/Rab23 axis, which provides a novel direction and theoretical basis for the early diagnosis and treatment of HCC.	Unknown
hsa-mir-32	34188706	Therefore, MT1JP may upregulate PTEN by downregulating miR-32 to regulate HCC cell proliferation.	Unknown
hsa-mir-503	33398379	These results demonstrated that downregulation of NEAT1 impeded the viability, migration, invasion and induced apoptosis through the NEAT1/miR503/SMO axis in the HCC cell line.	Unknown
hsa-mir-503	30915746	MiR-503-5p and WEE1 may be used as potential biomarkers for the prognosis of HCC.	Unknown
hsa-mir-503	35187761	MiR5p inhibition reversed the effects of circ_0011232 knockdown on HCC cell development.	Unknown
hsa-mir-197	34793477	CONCLUSION: The results of this study indicated that LINC01857 was highly expressed in HCC, and it could improve HCC cell proliferation and reduce apoptosis via competitively binding to miR-197-3p, promoting AGR2 and upregulating the AKT and ERK pathways.	Unknown
hsa-mir-197	34306419	Moreover, decreased miR-122 and miR-197 levels are independent risk factors for LC progression.	Unknown
hsa-mir-628	33133386	Two pairs of miRNAs (miR5p/miR3p and miR3p/miR-941) showed a 94.1% sensitivity and 68.4% specificity to differentiate HCC patients from non-HCC patients.	Unknown
hsa-let-7g	31278071	The TCGA database was used to evaluate the correlation among P4HA2, let-7g, LMCD1-AS1 and overall survival of HCC patients.	Unknown
hsa-mir-424	36727232	Conclusion: miR-424-5p can inhibit the proliferation, migration and invasion of HCC cells and can increase the sensitivity of HCC cells to sorafenib by targeting the expression level of KIF23.	Unknown
hsa-mir-424	35049148	Overall, our findings supported the conclusion that miR-424-5p promoter methylation reduced miR-424-5p expression and upregulated KIF2A, thereby promoting HCC EMT.	Unknown
hsa-mir-424	34308850	CONCLUSION MiR-424 inhibits HCC cell autophagy and proliferation through regulating ATG14.	Unknown
